TSI%,TSI Fit Factor,O2Hb1,HHb1,tHb1,HbDiff1,O2Hb2,HHb2,tHb2,HbDiff2,O2Hb3,HHb3,tHb3,HbDiff3,O2Hb2-2,HHb2-2,tHb2-2,HbDiff2-2,Event,Event Time
65.4683685,99.8426056,-3.6342225,-0.4290369,-4.0632596,-3.2051969,-3.4667745,-0.451888,-3.9186623,-3.0148511,-4.3503904,1.1649964,-3.185394,-5.5152864,8.2658463,4.5161128,12.7820559,3.7496758,,
65.4267731,99.8418274,-3.6687069,-0.4233121,-4.0920191,-3.2454059,-3.4886601,-0.4526208,-3.9412808,-3.0360041,-4.3828773,1.1770225,-3.2058551,-5.5598001,8.2131786,4.5278754,12.7411489,3.6852441,,
65.3656769,99.8421097,-3.6965032,-0.4265629,-4.1230655,-3.2699513,-3.5192428,-0.445787,-3.9650295,-3.0734203,-4.411448,1.1874237,-3.2240245,-5.5987716,8.1769419,4.5034146,12.6804523,3.6734688,,
65.3256836,99.8418655,-3.7223899,-0.4233836,-4.1457739,-3.2990177,-3.5443807,-0.4408555,-3.9852364,-3.1034896,-4.4377127,1.1969854,-3.2407279,-5.6345987,8.1329136,4.5059733,12.6389837,3.6268821,,
65.2644806,99.8410416,-3.7445683,-0.422191,-4.166759,-3.3223884,-3.5674167,-0.4401891,-4.0076056,-3.127192,-4.4668674,1.2076523,-3.2592149,-5.6744199,8.1087551,4.5000882,12.6089392,3.6086082,,
65.2324219,99.8408127,-3.7764244,-0.4171173,-4.193542,-3.3593183,-3.5908051,-0.4364921,-4.027297,-3.1542771,-4.494638,1.2181752,-3.276463,-5.7127132,8.0499592,4.503726,12.5537815,3.5461745,,
65.1551056,99.8403473,-3.7912116,-0.4202124,-4.2114248,-3.3710105,-3.6167896,-0.4325798,-4.0493698,-3.1841733,-4.5218096,1.2281168,-3.2936924,-5.7498255,8.0450354,4.4885354,12.5336666,3.5564408,,
65.0868988,99.8401489,-3.8166413,-0.4216872,-4.2383285,-3.3949647,-3.6427841,-0.4292502,-4.0720344,-3.2134976,-4.5524397,1.2394544,-3.3129852,-5.7917938,8.021368,4.4698915,12.4913578,3.5514178,,
65.0660629,99.8395157,-3.8491504,-0.4137414,-4.2628918,-3.4354198,-3.667295,-0.4260291,-4.0933237,-3.24123,-4.57972,1.2494394,-3.3302808,-5.8290596,7.9753366,4.4721045,12.4475384,3.5031734,,
65.0252151,99.8395386,-3.8764184,-0.4104098,-4.2868276,-3.4660192,-3.6899199,-0.421419,-4.1113386,-3.2684646,-4.6070967,1.2592987,-3.3477979,-5.8662953,7.9172659,4.4782333,12.3955975,3.4389737,,
