t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e,SV e,CO e,CI e
312.0,16.81,1.338,22.487,1221,1085.0580764,790.22899,0.73,204.6,58.4,19.6,27.0,13.48,3.9,15.29,4.36,13.3,5.88,20.84,0.08,108,31,94,42,30,0.37,84,WARMUP,18.5,66,643,755,7345,306.1,5.1,24,91.2,0,6812,534,0,92.7,7.3,0.73,0,1.93,1.64,3.57,0.54,0.23,1.352,3,0,0,,31,88.7,30,0.69,42.96,,,
316.0,16.0,1.987,31.792,1733,1656.9259875,1200.8233117,0.72,294.9,93.1,18.5,25.5,20.58,5.9,14.84,4.69,13.09,5.91,20.83,0.08,105,33,93,42,30,0.37,85,WARMUP,18.5,66,643,755,11207,467.0,7.78,25,139.2,0,10529,678,0,93.9,6.1,0.72,0,1.48,2.27,3.75,0.39,0.2,1.502,4,0,0,,48,84.1,30,1.34,43.15,,,
321.0,12.0,3.751,45.012,3931,1835.3334322,1525.6707099,0.83,600.7,158.0,24.1,29.0,22.8,6.5,16.01,4.21,14.61,5.25,20.81,0.08,113,30,103,37,30,0.37,86,WARMUP,18.5,66,643,755,12724,530.2,8.84,25,158.1,0,7327,5397,0,57.6,42.4,0.83,0,2.3,2.7,5.0,0.46,0.22,1.653,5,0,0,,53,77.4,30,1.63,38.95,,,
324.0,17.14,1.443,24.737,1519,941.7251177,786.9447189,0.84,234.6,57.7,25.0,29.9,11.7,3.3,16.26,4.0,14.56,5.41,20.74,0.12,115,28,103,38,30,0.37,86,WARMUP,18.5,66,643,755,6535,272.3,4.54,26,81.2,0,3666,2869,0,56.1,43.9,0.84,0,1.46,2.04,3.5,0.42,0.24,1.393,3,0,0,,27,87.6,30,0.99,39.97,,,
329.0,12.42,1.956,24.298,1536,1182.5036085,918.3548647,0.78,297.0,91.5,19.8,25.5,14.69,4.2,15.18,4.68,13.57,5.85,20.84,0.07,108,33,96,41,30,0.37,85,WARMUP,18.5,66,643,755,8096,337.3,5.62,26,100.6,0,6172,1924,0,76.2,23.8,0.78,0,1.6,3.23,4.83,0.33,0.19,1.386,5,0,0,,34,87.8,30,1.22,42.77,,,
334.0,11.72,2.467,28.91,2640,1487.7358891,1117.5847898,0.75,367.9,118.0,18.9,25.1,18.48,5.3,14.91,4.78,13.22,5.95,20.86,0.07,106,34,94,42,30,0.37,84,WARMUP,18.5,66,643,755,10125,421.9,7.03,27,125.8,0,8598,1527,0,84.9,15.1,0.75,0,2.12,3.0,5.12,0.41,0.19,1.461,5,0,0,,43,85.5,30,1.16,43.41,,,
338.0,14.71,1.664,24.471,1724,1200.5286755,886.1176624,0.74,252.7,74.8,19.5,26.5,14.91,4.3,15.19,4.5,13.33,5.87,20.84,0.08,108,32,94,42,30,0.37,84,WARMUP,18.5,66,643,755,8146,339.4,5.66,27,101.2,0,7281,865,0,89.4,10.6,0.74,0,1.83,2.25,4.08,0.45,0.22,1.389,4,0,0,,35,87.7,30,0.91,42.9,,,
342.0,16.76,1.86,31.173,1598,1579.9623004,1152.0358926,0.73,279.2,85.3,19.0,26.0,19.63,5.6,15.01,4.59,13.33,5.84,20.84,0.08,106,32,94,41,30,0.37,85,WARMUP,18.5,66,643,755,10698,445.7,7.43,28,132.9,0,9889,809,0,92.4,7.6,0.73,0,1.56,2.02,3.58,0.44,0.2,1.494,4,0,0,,45,84.4,30,1.19,42.71,,,
346.0,14.71,2.087,30.691,1842,1500.2470189,1122.0688642,0.75,316.9,94.7,19.8,26.4,18.64,5.3,15.18,4.54,13.6,5.74,20.83,0.08,108,32,96,41,30,0.37,86,WARMUP,18.5,66,643,755,10203,425.1,7.09,28,126.7,0,8778,1425,0,86.0,14.0,0.75,0,1.61,2.47,4.08,0.39,0.2,1.487,4,0,0,,43,84.6,30,1.3,42.07,,,
350.0,14.42,2.98,42.981,2100,2232.9348511,1683.5223928,0.75,442.3,144.7,18.8,24.9,27.74,7.9,14.84,4.86,13.43,5.83,20.85,0.08,105,34,95,41,30,0.37,87,WARMUP,18.5,66,643,755,15207,633.6,10.56,29,188.9,0,12770,2437,0,84.0,16.0,0.75,0,2.0,2.16,4.16,0.48,0.17,1.633,4,0,0,,64,78.5,30,1.49,42.64,,,
356.0,9.68,3.351,32.429,3804,1315.0224706,1143.5649291,0.87,538.9,146.4,24.1,27.8,16.34,4.7,16.08,4.37,14.34,5.63,20.89,0.07,114,31,102,40,30,0.37,85,WARMUP,18.5,66,643,755,9197,383.2,6.39,29,114.2,0,4092,5104,0,44.5,55.5,0.87,0,2.42,3.78,6.2,0.39,0.23,1.511,6,0,0,,38,83.7,30,1.38,41.37,,,
360.0,18.63,1.333,24.839,1176,1093.5707295,860.3719542,0.79,208.9,57.9,21.5,27.4,13.58,3.9,15.67,4.34,13.85,5.8,20.8,0.12,111,31,98,41,30,0.37,84,WARMUP,18.5,66,643,755,7504,312.7,5.21,30,93.2,0,5462,2043,0,72.8,27.2,0.79,0,1.26,1.96,3.22,0.39,0.22,1.395,4,0,0,,31,87.6,30,1.06,42.45,,,
362.0,21.82,0.674,14.705,789,571.7912603,409.6328436,0.72,110.2,23.5,23.0,32.2,7.1,2.0,16.35,3.49,14.0,5.37,20.81,0.09,116,25,99,38,31,0.39,85,EXERCISE,18.5,66,643,755,3860,160.8,2.68,30,48.0,0,3736,124,0,96.8,3.2,0.72,0,1.17,1.58,2.75,0.43,0.27,1.167,2,0,0,,16,92.6,30,0.58,39.72,,,
368.0,11.21,2.305,25.85,1913,1515.5661706,1064.0739146,0.7,326.1,117.3,16.5,23.6,18.83,5.4,14.15,5.09,12.28,6.29,20.85,0.07,100,36,87,45,33,0.41,87,EXERCISE,18.5,66,643,755,10197,424.9,7.08,31,126.7,0,10197,0,0,100.0,0.0,0.7,0,1.91,3.44,5.35,0.36,0.18,1.412,6,0,0,,44,87.0,32,1.21,45.58,,,
372.0,14.93,2.082,31.075,1908,1666.3549193,1195.1205272,0.72,303.7,99.3,18.0,25.1,20.7,5.9,14.59,4.77,12.87,5.95,20.74,0.08,103,34,91,42,35,0.43,87,EXERCISE,18.5,66,643,755,11251,468.8,7.81,31,139.8,0,10859,392,0,96.5,3.5,0.72,0,1.75,2.27,4.02,0.44,0.19,1.492,4,0,0,,48,84.4,35,1.19,43.41,,,
376.0,13.25,2.566,33.987,2462,1666.4486068,1279.1429155,0.77,388.3,119.8,19.8,25.8,20.7,5.9,15.13,4.67,13.6,5.76,20.82,0.08,107,33,96,41,38,0.47,86,EXERCISE,18.5,66,643,755,11385,474.4,7.91,32,141.4,0,9031,2354,0,79.3,20.7,0.77,0,1.79,2.74,4.53,0.4,0.19,1.531,4,0,0,,48,83.0,37,1.43,42.2,,,
380.0,18.46,1.152,21.268,1117,1002.6939194,736.5404312,0.73,176.6,49.8,19.9,27.1,12.46,3.6,15.33,4.32,13.32,5.85,20.76,0.1,109,31,94,41,39,0.48,86,EXERCISE,18.5,66,643,755,6798,283.2,4.72,32,84.4,0,6158,639,0,90.6,9.4,0.73,0,1.5,1.75,3.25,0.46,0.22,1.328,4,0,0,,29,89.3,38,0.77,42.77,,,
384.0,13.92,2.477,34.483,2174,1849.0840141,1366.8880779,0.74,363.1,121.7,18.1,24.5,22.97,6.6,14.66,4.91,13.1,5.98,20.84,0.08,104,35,93,42,41,0.51,87,EXERCISE,18.5,66,643,755,12550,522.9,8.72,32,155.9,0,11169,1380,0,89.0,11.0,0.74,0,1.84,2.47,4.31,0.43,0.17,1.538,4,0,0,,53,82.7,41,1.35,43.6,,,
389.0,10.99,3.806,41.824,3894,1752.3782267,1465.1046776,0.84,606.2,165.2,23.4,28.0,21.77,6.2,15.93,4.34,14.52,5.45,20.86,0.07,113,31,103,39,44,0.55,85,EXERCISE,18.5,66,643,755,12162,506.8,8.45,33,151.1,0,6805,5357,0,56.0,44.0,0.84,0,2.7,2.76,5.46,0.49,0.22,1.621,5,0,0,,50,79.0,44,1.41,40.22,,,
391.0,33.33,0.496,16.533,768,411.6955766,321.3367334,0.78,89.1,12.2,34.5,44.2,5.11,1.5,17.96,2.46,15.91,4.27,20.86,0.09,127,17,113,30,45,0.56,84,EXERCISE,18.5,66,643,755,2821,117.5,1.96,33,35.0,0,2113,708,0,74.9,25.1,0.78,0,0.85,0.95,1.8,0.47,0.33,1.218,2,0,0,,12,91.7,44,0.58,32.71,,,
395.0,15.15,1.928,29.212,1663,1354.5605002,1086.8349666,0.8,297.7,88.8,20.8,25.9,16.83,4.8,15.44,4.61,13.84,5.85,20.86,0.07,109,33,98,41,47,0.58,88,EXERCISE,18.5,66,643,755,9329,388.7,6.48,34,115.9,0,6293,3036,0,67.5,32.5,0.8,0,1.88,2.08,3.96,0.47,0.2,1.466,4,0,0,,39,85.4,47,1.03,42.77,,,
399.0,13.76,2.219,30.537,2124,1502.2162423,1218.2197727,0.81,333.5,109.7,19.7,24.3,18.66,5.3,15.03,4.94,13.85,5.84,20.79,0.08,106,35,98,41,49,0.61,89,EXERCISE,18.5,66,643,755,10366,431.9,7.2,34,128.8,0,6688,3678,0,64.5,35.5,0.81,0,1.85,2.51,4.36,0.42,0.15,1.485,4,0,0,,43,84.7,48,1.2,42.71,,,
403.0,15.92,2.379,37.862,2225,1725.4117138,1428.1138001,0.83,367.9,111.3,21.3,25.7,21.43,6.1,15.46,4.68,14.07,5.74,20.82,0.08,109,33,100,41,50,0.62,88,EXERCISE,18.5,66,643,755,11952,498.0,8.3,35,148.5,0,7029,4923,0,58.8,41.2,0.83,0,1.41,2.36,3.77,0.37,0.18,1.578,4,0,0,,50,81.0,50,1.69,42.07,,,
406.0,20.13,1.244,25.047,1240,1053.7710149,822.0605921,0.78,198.0,50.9,22.4,28.8,13.09,3.7,15.92,4.09,13.89,5.72,20.81,0.09,113,29,98,40,52,0.65,87,EXERCISE,18.5,66,643,755,7220,300.8,5.01,35,89.7,0,5418,1802,0,75.0,25.0,0.78,0,1.32,1.66,2.98,0.44,0.25,1.399,3,0,0,,30,87.4,52,0.94,41.95,,,
409.0,18.99,1.451,27.551,1424,1276.2951104,974.7590831,0.76,223.9,63.9,20.5,26.9,15.85,4.5,15.43,4.4,13.67,5.78,20.8,0.09,109,31,97,41,54,0.67,86,EXERCISE,18.5,66,643,755,8712,363.0,6.05,35,108.2,0,7025,1687,0,80.6,19.4,0.76,0,1.29,1.87,3.16,0.41,0.22,1.44,3,0,0,,37,86.2,54,1.12,42.33,,,
413.0,16.62,1.926,32.011,1505,1687.3109327,1231.7102326,0.73,284.4,91.9,18.3,25.0,20.96,6.0,14.77,4.77,13.0,6.03,20.83,0.08,105,34,92,43,55,0.68,86,EXERCISE,18.5,66,643,755,11427,476.1,7.94,36,141.9,0,10531,896,0,92.2,7.8,0.73,0,1.59,2.02,3.61,0.44,0.19,1.505,4,0,0,,49,84.0,55,1.21,43.92,,,
417.0,15.92,2.058,32.753,1880,1663.2439369,1235.5132028,0.74,307.7,96.3,19.0,25.6,20.66,5.9,14.95,4.68,13.29,5.91,20.81,0.08,106,33,94,42,58,0.72,88,EXERCISE,18.5,66,643,755,11298,470.7,7.85,36,140.3,0,9916,1382,0,87.8,12.2,0.74,0,1.85,1.92,3.77,0.49,0.2,1.515,4,0,0,,48,83.6,57,1.11,43.15,,,
421.0,14.46,1.945,28.12,1927,1411.6791686,1054.68518,0.75,292.0,90.5,19.2,25.7,17.54,5.0,15.01,4.65,13.26,5.94,20.81,0.08,106,33,94,42,60,0.75,87,EXERCISE,18.5,66,643,755,9599,399.9,6.67,37,119.2,0,8284,1314,0,86.3,13.7,0.75,0,2.01,2.14,4.15,0.48,0.2,1.449,4,0,0,,41,85.9,59,0.97,43.35,,,
425.0,15.42,2.088,32.206,1803,1702.9629468,1250.3682784,0.73,307.8,100.3,18.3,24.9,21.15,6.0,14.74,4.8,13.12,5.99,20.83,0.07,104,34,93,42,62,0.77,86,EXERCISE,18.5,66,643,755,11544,481.0,8.02,37,143.4,0,10471,1073,0,90.7,9.3,0.73,0,1.83,2.06,3.89,0.47,0.19,1.508,4,0,0,,49,83.9,61,1.14,43.66,,,
429.0,14.81,1.928,28.563,1882,1490.7193164,1091.8994665,0.73,285.0,91.8,18.5,25.2,18.52,5.3,14.78,4.76,13.04,6.03,20.79,0.1,105,34,92,43,64,0.8,86,EXERCISE,18.5,66,643,755,10101,420.9,7.01,38,125.5,0,9224,878,0,91.3,8.7,0.73,0,2.0,2.05,4.05,0.49,0.2,1.456,4,0,0,,43,85.7,63,0.96,43.92,,,
432.0,16.95,1.693,28.695,1505,1555.3195908,1094.5829625,0.7,247.7,80.1,17.7,25.1,19.32,5.5,14.63,4.73,12.59,6.12,20.83,0.08,104,33,89,43,65,0.81,86,EXERCISE,18.5,66,643,755,10468,436.2,7.27,38,130.0,0,10468,0,0,100.0,0.0,0.7,0,1.69,1.85,3.54,0.48,0.21,1.458,3,0,0,,45,85.6,65,1.0,44.49,,,
437.0,12.5,3.889,48.612,4033,2232.354821,1763.2825241,0.79,603.1,174.7,21.4,27.1,27.73,7.9,15.51,4.49,14.05,5.57,20.86,0.07,110,32,99,39,68,0.84,86,EXERCISE,18.5,66,643,755,15330,638.7,10.65,39,190.4,0,10994,4336,0,71.7,28.3,0.79,0,2.35,2.45,4.8,0.49,0.21,1.687,5,0,0,,64,75.6,67,1.65,40.98,,,
440.0,20.91,1.508,31.526,1364,1416.9007383,1092.1504548,0.77,235.6,64.9,21.2,27.5,17.6,5.0,15.62,4.3,13.77,5.78,20.84,0.08,111,30,97,41,69,0.86,86,EXERCISE,18.5,66,643,755,9687,403.6,6.73,39,120.3,0,7578,2109,0,78.2,21.8,0.77,0,1.39,1.48,2.87,0.48,0.23,1.499,3,0,0,,41,84.2,69,1.08,42.33,,,
443.0,17.44,1.505,26.25,1566,1252.2636552,944.7773367,0.75,230.3,67.4,20.0,26.5,15.56,4.4,15.3,4.48,13.45,5.89,20.82,0.09,108,32,95,42,71,0.88,86,EXERCISE,18.5,66,643,755,8529,355.4,5.92,39,106.0,0,7148,1381,0,83.8,16.2,0.75,0,1.53,1.91,3.44,0.44,0.22,1.419,3,0,0,,36,86.8,70,0.98,43.03,,,
447.0,15.75,1.979,31.165,1849,1693.7360492,1242.7155289,0.73,288.6,97.8,17.7,24.2,21.04,6.0,14.58,4.94,12.81,6.18,20.84,0.08,103,35,91,44,73,0.91,87,EXERCISE,18.5,66,643,755,11480,478.4,7.97,40,142.6,0,10434,1047,0,90.9,9.1,0.73,0,1.8,2.01,3.81,0.47,0.18,1.494,4,0,0,,49,84.4,73,1.1,44.87,,,
451.0,17.54,2.025,35.526,1862,1921.2486946,1391.0732772,0.72,296.2,98.3,17.9,24.7,23.87,6.8,14.63,4.85,12.96,6.06,20.84,0.08,104,34,92,43,75,0.93,87,EXERCISE,18.5,66,643,755,12993,541.4,9.02,40,161.4,0,12237,756,0,94.2,5.8,0.72,0,1.7,1.72,3.42,0.5,0.19,1.551,4,0,0,,55,82.2,74,1.19,44.11,,,
454.0,18.07,1.732,31.301,1796,1634.3603016,1188.9291571,0.73,256.8,81.6,18.4,25.3,20.3,5.8,14.83,4.71,12.99,6.07,20.83,0.08,105,33,92,43,76,0.94,87,EXERCISE,18.5,66,643,755,11062,460.9,7.68,41,137.4,0,10289,772,0,93.0,7.0,0.73,0,1.51,1.81,3.32,0.45,0.2,1.496,3,0,0,,47,84.3,76,1.15,44.17,86.0,17.0,8.4
458.0,16.26,1.952,31.74,2015,1650.8549836,1224.7542445,0.74,289.5,93.4,18.5,25.0,20.51,5.9,14.83,4.78,13.08,6.02,20.83,0.08,105,34,93,43,78,0.97,88,EXERCISE,18.5,66,643,755,11211,467.1,7.79,41,139.3,0,9876,1335,0,88.1,11.9,0.74,0,1.7,1.99,3.69,0.46,0.19,1.502,4,0,0,,47,84.1,78,1.15,43.86,86.5,17.1,8.4
461.0,18.29,1.812,33.146,1994,1645.5618037,1234.0142892,0.75,273.5,83.7,19.4,25.8,20.44,5.8,15.09,4.62,13.38,5.92,20.83,0.08,107,33,95,42,80,0.99,89,EXERCISE,18.5,66,643,755,11196,466.5,7.78,42,139.1,0,9557,1639,0,85.4,14.6,0.75,0,1.52,1.76,3.28,0.46,0.2,1.52,3,0,0,,47,83.4,79,1.19,43.22,86.4,17.1,8.4
464.0,17.39,2.113,36.748,1993,1842.1852178,1399.4402919,0.76,317.7,99.8,19.3,25.4,22.88,6.5,15.04,4.72,13.32,6.0,20.84,0.08,106,33,94,42,81,1.01,89,EXERCISE,18.5,66,643,755,12562,523.4,8.72,42,156.1,0,10304,2258,0,82.0,18.0,0.76,0,1.47,1.98,3.45,0.43,0.2,1.565,3,0,0,,53,81.6,81,1.44,43.73,92.2,18.3,9.0
470.0,10.17,3.719,37.82,3381,1947.349946,1563.173154,0.8,551.6,190.0,19.1,23.7,24.19,6.9,14.83,5.11,13.2,6.17,20.85,0.07,105,36,93,44,84,1.04,87,EXERCISE,18.5,66,643,755,13412,558.8,9.31,43,166.6,0,9031,4382,0,67.3,32.7,0.8,0,2.55,3.35,5.9,0.43,0.17,1.578,6,0,0,,56,81.0,84,1.46,44.81,,,
474.0,17.65,1.703,30.053,2137,1358.0995974,1073.097566,0.79,265.2,75.5,21.2,26.9,16.87,4.8,15.57,4.43,13.76,5.89,20.84,0.08,110,31,97,42,86,1.07,87,EXERCISE,18.5,66,643,755,9327,388.6,6.48,44,115.9,0,6680,2647,0,71.6,28.4,0.79,0,1.69,1.71,3.4,0.5,0.23,1.478,4,0,0,,39,84.9,86,1.01,43.03,,,
477.0,18.02,1.603,28.883,1806,1360.1719488,1073.7486717,0.79,245.6,74.1,20.3,25.7,16.9,4.8,15.32,4.62,13.56,5.98,20.81,0.09,108,33,96,42,88,1.09,86,EXERCISE,18.5,66,643,755,9340,389.1,6.49,44,116.0,0,6712,2627,0,71.9,28.1,0.79,0,1.3,2.03,3.33,0.39,0.21,1.461,3,0,0,,39,85.5,87,1.23,43.6,,,
481.0,17.54,2.261,39.667,1778,2105.4019654,1599.9500826,0.76,332.0,113.0,18.3,24.0,26.15,7.5,14.68,5.0,12.96,6.23,20.83,0.08,104,35,92,44,89,1.11,87,EXERCISE,18.5,66,643,755,14358,598.3,9.97,45,178.4,0,11765,2594,0,81.9,18.1,0.76,0,1.47,1.95,3.42,0.43,0.19,1.598,4,0,0,,61,80.1,89,1.54,45.19,,,
483.0,20.83,1.4,29.167,1534,1481.4154644,1079.5174672,0.73,209.7,64.3,18.7,25.7,18.4,5.3,14.98,4.59,12.95,6.1,20.82,0.08,106,33,92,43,91,1.13,88,EXERCISE,18.5,66,643,755,10030,417.9,6.96,45,124.6,0,9287,743,0,92.6,7.4,0.73,0,1.43,1.45,2.88,0.5,0.22,1.465,2,0,0,,43,85.4,91,0.98,44.37,,,
487.0,15.5,2.473,38.341,2637,1921.7454525,1499.5344713,0.78,370.7,119.9,19.4,24.8,23.87,6.8,14.99,4.85,13.38,5.99,20.82,0.08,106,34,95,42,93,1.16,88,EXERCISE,18.5,66,643,755,13168,548.7,9.14,45,163.6,0,9874,3294,0,75.0,25.0,0.78,0,1.61,2.26,3.87,0.42,0.19,1.584,4,0,0,,55,80.8,92,1.54,43.66,,,
491.0,16.95,1.908,32.339,2123,1576.7789594,1232.7243896,0.78,289.0,90.2,19.8,25.3,19.59,5.6,15.15,4.73,13.41,6.04,20.82,0.08,107,33,95,43,94,1.17,88,EXERCISE,18.5,66,643,755,10808,450.3,7.51,46,134.3,0,8049,2759,0,74.5,25.5,0.78,0,1.71,1.83,3.54,0.48,0.2,1.51,4,0,0,,45,83.8,94,1.12,43.98,,,
494.0,16.57,1.833,30.381,1922,1517.7006936,1179.1007356,0.78,275.2,88.2,19.3,24.8,18.85,5.4,15.01,4.81,13.13,6.19,20.82,0.08,106,34,93,44,97,1.2,86,EXERCISE,18.5,66,643,755,10391,433.0,7.22,46,129.1,0,7912,2479,0,76.1,23.9,0.78,0,1.58,2.04,3.62,0.44,0.2,1.483,3,0,0,,44,84.8,96,1.16,44.94,,,
498.0,17.24,2.129,36.707,2194,1856.7813167,1439.3233194,0.78,317.7,103.7,19.1,24.7,23.07,6.6,14.92,4.87,13.16,6.17,20.8,0.09,106,34,93,44,98,1.22,87,EXERCISE,18.5,66,643,755,12708,529.5,8.82,47,157.9,0,9751,2957,0,76.7,23.3,0.78,0,1.46,2.02,3.48,0.42,0.2,1.565,4,0,0,,53,81.6,97,1.46,44.81,,,
503.0,12.79,3.975,50.853,4049,2182.3952405,1832.4269052,0.84,627.0,177.8,22.9,27.3,27.11,7.7,15.77,4.47,14.23,5.72,20.83,0.08,112,32,101,40,101,1.25,85,EXERCISE,18.5,66,643,755,15159,631.6,10.53,48,188.3,0,8297,6862,0,54.7,45.3,0.84,0,2.27,2.42,4.69,0.48,0.23,1.706,5,0,0,,63,74.5,100,1.75,41.94,,,
506.0,18.87,1.2,22.642,1296,975.0705865,753.9410738,0.77,189.7,49.8,21.9,28.3,12.11,3.5,15.81,4.15,13.18,6.24,20.81,0.09,112,29,93,44,102,1.27,87,EXERCISE,18.5,66,643,755,6670,277.9,4.63,48,82.9,0,5163,1507,0,77.4,22.6,0.77,0,1.17,2.01,3.18,0.37,0.29,1.355,3,0,0,,28,88.7,102,1.03,45.26,,,
509.0,18.69,2.043,38.187,2176,1929.465784,1489.5144503,0.77,305.5,99.0,19.1,24.8,23.97,6.8,14.95,4.85,13.17,6.18,20.82,0.09,106,34,93,44,104,1.29,86,EXERCISE,18.5,66,643,755,13195,549.8,9.16,48,163.9,0,10269,2927,0,77.8,22.2,0.77,0,1.35,1.86,3.21,0.42,0.2,1.582,3,0,0,,55,80.9,104,1.51,44.87,,,
512.0,18.46,1.908,35.225,1945,1841.2363324,1388.0956383,0.75,282.1,93.2,18.4,24.4,22.87,6.5,14.79,4.88,13.01,6.24,20.83,0.08,105,35,92,44,106,1.32,87,EXERCISE,18.5,66,643,755,12539,522.5,8.71,49,155.8,0,10532,2007,0,84.0,16.0,0.75,0,1.44,1.81,3.25,0.44,0.2,1.547,3,0,0,,53,82.3,105,1.32,45.26,,,
515.0,20.07,1.941,38.95,2163,1905.0573833,1454.0713765,0.76,294.1,89.9,19.7,25.8,23.67,6.8,15.15,4.63,13.43,5.96,20.82,0.08,107,33,95,42,107,1.33,88,EXERCISE,18.5,66,643,755,13002,541.8,9.03,49,161.5,0,10505,2497,0,80.8,19.2,0.76,0,1.43,1.56,2.99,0.48,0.21,1.591,3,0,0,,55,80.5,106,1.36,43.47,,,
518.0,19.87,1.878,37.311,2023,1799.7874584,1414.4187076,0.79,285.5,88.3,20.0,25.4,22.36,6.4,15.2,4.7,13.5,6.01,20.82,0.08,108,33,96,43,108,1.34,87,EXERCISE,18.5,66,643,755,12348,514.5,8.58,50,153.4,0,9024,3324,0,73.1,26.9,0.79,0,1.31,1.71,3.02,0.43,0.2,1.572,3,0,0,,52,81.3,108,1.43,43.79,,,
521.0,19.54,1.97,38.502,1978,1880.3166292,1478.3695062,0.79,298.3,93.8,19.7,25.1,23.36,6.7,15.14,4.76,13.45,6.06,20.83,0.08,107,34,95,43,110,1.37,85,EXERCISE,18.5,66,643,755,12902,537.6,8.96,50,160.3,0,9413,3489,0,73.0,27.0,0.79,0,1.42,1.65,3.07,0.46,0.2,1.585,3,0,0,,54,80.7,109,1.39,44.11,,,
524.0,20.13,1.754,35.315,1961,1700.2245759,1331.3666193,0.78,266.9,82.2,19.9,25.5,21.12,6.0,15.22,4.69,13.45,6.08,20.82,0.09,108,33,95,43,111,1.38,87,EXERCISE,18.5,66,643,755,11657,485.7,8.1,51,144.8,0,8631,3026,0,74.0,26.0,0.78,0,1.35,1.63,2.98,0.45,0.21,1.548,3,0,0,,49,82.3,111,1.3,44.24,,,
527.0,19.35,1.665,32.226,1822,1611.9634346,1240.8957395,0.77,250.0,79.5,19.2,24.9,20.02,5.7,15.02,4.77,13.1,6.23,20.82,0.08,106,34,93,44,113,1.4,87,EXERCISE,18.5,66,643,755,11018,459.1,7.65,51,136.9,0,8657,2362,0,78.6,21.4,0.77,0,1.31,1.79,3.1,0.42,0.21,1.508,3,0,0,,46,83.8,112,1.27,45.19,,,
531.0,18.87,2.241,42.283,2085,2268.976631,1705.4536924,0.75,327.8,112.0,18.1,24.0,28.19,8.1,14.63,5.0,12.97,6.22,20.83,0.08,104,35,92,44,114,1.42,88,EXERCISE,18.5,66,643,755,15444,643.5,10.73,52,191.9,0,13091,2353,0,84.8,15.2,0.75,0,1.44,1.74,3.18,0.45,0.18,1.626,4,0,0,,65,78.8,114,1.56,45.13,,,
534.0,18.52,2.082,38.556,2392,1903.855313,1478.2371128,0.78,314.2,99.2,19.6,25.2,23.65,6.8,15.09,4.76,13.45,6.03,20.83,0.09,107,34,95,43,116,1.44,87,EXERCISE,18.5,66,643,755,13034,543.1,9.05,52,161.9,0,9944,3089,0,76.3,23.7,0.78,0,1.45,1.79,3.24,0.45,0.2,1.586,3,0,0,,55,80.7,116,1.44,43.92,,,
536.0,24.69,1.505,37.16,1680,1745.9250554,1327.3493317,0.76,231.3,66.9,20.3,26.7,21.69,6.2,15.37,4.45,13.44,6.0,20.81,0.09,109,31,95,42,118,1.47,88,EXERCISE,18.5,66,643,755,11908,496.2,8.27,52,147.9,0,9743,2164,0,81.8,18.2,0.76,0,1.07,1.36,2.43,0.44,0.23,1.57,2,0,0,,50,81.4,117,1.41,43.73,,,
539.0,19.17,2.214,42.441,2481,1982.4005075,1583.7759852,0.8,340.4,102.5,20.7,26.0,24.63,7.0,15.37,4.63,13.74,5.96,20.83,0.08,109,33,97,42,119,1.48,90,EXERCISE,18.5,66,643,755,13642,568.4,9.47,53,169.5,0,9362,4280,0,68.6,31.4,0.8,0,1.43,1.7,3.13,0.46,0.21,1.628,3,0,0,,57,78.7,118,1.55,43.47,,,
545.0,11.03,4.082,45.022,3759,2206.4577541,1889.1566161,0.86,612.5,212.9,20.1,23.4,27.41,7.8,15.0,5.22,13.47,6.27,20.8,0.1,106,37,95,44,121,1.5,89,EXERCISE,18.5,66,643,755,15384,641.0,10.68,54,191.1,0,7550,7833,0,49.1,50.9,0.86,0,2.06,3.38,5.44,0.38,0.17,1.653,6,0,0,,63,77.4,121,1.98,45.44,,,
547.0,23.17,1.573,36.44,1913,1643.8788379,1322.9531008,0.8,244.2,71.2,21.2,26.3,20.42,5.8,15.52,4.53,13.7,6.02,20.8,0.1,110,32,97,43,123,1.53,85,EXERCISE,18.5,66,643,755,11328,472.0,7.87,54,140.7,0,7548,3780,0,66.6,33.4,0.8,0,1.17,1.42,2.59,0.45,0.22,1.562,2,0,0,,47,81.7,123,1.34,43.86,,,
550.0,24.9,1.49,37.095,1758,1692.1373524,1340.7464703,0.79,230.5,67.0,20.9,26.4,21.02,6.0,15.47,4.5,13.64,5.96,20.79,0.09,110,32,97,42,124,1.54,87,EXERCISE,18.5,66,643,755,11627,484.4,8.07,54,144.4,0,8240,3386,0,70.9,29.1,0.79,0,1.09,1.32,2.41,0.45,0.22,1.569,3,0,0,,49,81.4,123,1.37,43.47,,,
